I2M2;v1.0.6;2023-04-26;Temps d'execution :;10.35secs
CODE_OPERATION;CODE_STATION;DATE;CODE_PAR;LIB_PAR;RESULTAT;COMMENTAIRE
0436000102/06/2022;04360001;02/06/2022;8056;PolyvoltinismeI2M2;0.6111;
0436000102/06/2022;04360001;02/06/2022;8055;OvovivipariteI2M2;0.3293;
0436000102/06/2022;04360001;02/06/2022;8054;RichesseI2M2;0.4898;
0436000102/06/2022;04360001;02/06/2022;7613;Ind Invert Multimetrique;0.4757;
0436000102/06/2022;04360001;02/06/2022;8050;NbTaxonsI2M2Contributifs;49;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3206.
0437000403/05/2022;04370004;03/05/2022;8058;IndiceShannonI2M2;0.2898;
0437000403/05/2022;04370004;03/05/2022;8057;AverageScorePerTaxonI2M2;0.1316;
0437000403/05/2022;04370004;03/05/2022;8056;PolyvoltinismeI2M2;0.0984;
0437000403/05/2022;04370004;03/05/2022;8055;OvovivipariteI2M2;0;
0437000403/05/2022;04370004;03/05/2022;8054;RichesseI2M2;0.1254;
0437000403/05/2022;04370004;03/05/2022;7613;Ind Invert Multimetrique;0.1205;
0437000403/05/2022;04370004;03/05/2022;8050;NbTaxonsI2M2Contributifs;26;Les taxons suivants, representant 7% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3206.
0437400103/05/2022;04374001;03/05/2022;8058;IndiceShannonI2M2;0.3388;
0437400103/05/2022;04374001;03/05/2022;8057;AverageScorePerTaxonI2M2;0.1769;
0437400103/05/2022;04374001;03/05/2022;8056;PolyvoltinismeI2M2;0.0612;
0437400103/05/2022;04374001;03/05/2022;8055;OvovivipariteI2M2;0.0895;
0437400103/05/2022;04374001;03/05/2022;8054;RichesseI2M2;0.2821;
0437400103/05/2022;04374001;03/05/2022;7613;Ind Invert Multimetrique;0.1753;
0437400103/05/2022;04374001;03/05/2022;8050;NbTaxonsI2M2Contributifs;34;Les taxons suivants, representant 6% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3170.
0437500004/05/2022;04375000;04/05/2022;8058;IndiceShannonI2M2;0.4699;
0437500004/05/2022;04375000;04/05/2022;8057;AverageScorePerTaxonI2M2;0.5867;
0437500004/05/2022;04375000;04/05/2022;8056;PolyvoltinismeI2M2;0.4437;
0437500004/05/2022;04375000;04/05/2022;8055;OvovivipariteI2M2;0.2691;
0437500004/05/2022;04375000;04/05/2022;8054;RichesseI2M2;0.4702;
0437500004/05/2022;04375000;04/05/2022;7613;Ind Invert Multimetrique;0.4444;
0437500004/05/2022;04375000;04/05/2022;8050;NbTaxonsI2M2Contributifs;39;Les taxons suivants, representant 5% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3206.
0437700104/05/2022;04377001;04/05/2022;8058;IndiceShannonI2M2;0.801;
0437700104/05/2022;04377001;04/05/2022;8057;AverageScorePerTaxonI2M2;0.7886;
0437700104/05/2022;04377001;04/05/2022;8056;PolyvoltinismeI2M2;0.4157;
0437700104/05/2022;04377001;04/05/2022;8055;OvovivipariteI2M2;0.3934;
0437700104/05/2022;04377001;04/05/2022;8054;RichesseI2M2;0.7837;
0437700104/05/2022;04377001;04/05/2022;7613;Ind Invert Multimetrique;0.6167;
0437700104/05/2022;04377001;04/05/2022;8050;NbTaxonsI2M2Contributifs;50;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3206, 3170.
0411070008/09/2022;04110700;08/09/2022;8058;IndiceShannonI2M2;0.6328;
0411070008/09/2022;04110700;08/09/2022;8057;AverageScorePerTaxonI2M2;0.5019;
0411070008/09/2022;04110700;08/09/2022;8056;PolyvoltinismeI2M2;0.2294;
0411070008/09/2022;04110700;08/09/2022;8055;OvovivipariteI2M2;0.5886;
0411070008/09/2022;04110700;08/09/2022;8054;RichesseI2M2;0.3256;
0411070008/09/2022;04110700;08/09/2022;7613;Ind Invert Multimetrique;0.4547;
0411070008/09/2022;04110700;08/09/2022;8050;NbTaxonsI2M2Contributifs;36;Les taxons suivants, representant 5% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3170.
0411074021/09/2022;04110740;21/09/2022;8058;IndiceShannonI2M2;0.3161;
0411074021/09/2022;04110740;21/09/2022;8057;AverageScorePerTaxonI2M2;0.7642;
0411074021/09/2022;04110740;21/09/2022;8056;PolyvoltinismeI2M2;0.4391;
0411074021/09/2022;04110740;21/09/2022;8055;OvovivipariteI2M2;0.624;
0411074021/09/2022;04110740;21/09/2022;8054;RichesseI2M2;0.1277;
0411074021/09/2022;04110740;21/09/2022;7613;Ind Invert Multimetrique;0.4824;
0411074021/09/2022;04110740;21/09/2022;8050;NbTaxonsI2M2Contributifs;30;Les taxons suivants, representant 6% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3206.
0411558009/09/2022;04115580;09/09/2022;8058;IndiceShannonI2M2;0.7386;
0411558009/09/2022;04115580;09/09/2022;8057;AverageScorePerTaxonI2M2;0.8524;
0411558009/09/2022;04115580;09/09/2022;8056;PolyvoltinismeI2M2;1;
0411558009/09/2022;04115580;09/09/2022;8055;OvovivipariteI2M2;0.8767;
0411558009/09/2022;04115580;09/09/2022;8054;RichesseI2M2;0.4839;
0411558009/09/2022;04115580;09/09/2022;7613;Ind Invert Multimetrique;0.8136;
0411558009/09/2022;04115580;09/09/2022;8050;NbTaxonsI2M2Contributifs;50;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953.
0411567508/09/2022;04115675;08/09/2022;8058;IndiceShannonI2M2;0.8187;
0411567508/09/2022;04115675;08/09/2022;8057;AverageScorePerTaxonI2M2;0.8549;
0411567508/09/2022;04115675;08/09/2022;8056;PolyvoltinismeI2M2;0.7301;
0411567508/09/2022;04115675;08/09/2022;8055;OvovivipariteI2M2;0.6172;
0411567508/09/2022;04115675;08/09/2022;8054;RichesseI2M2;0.4894;
0411567508/09/2022;04115675;08/09/2022;7613;Ind Invert Multimetrique;0.7093;
0411567508/09/2022;04115675;08/09/2022;8050;NbTaxonsI2M2Contributifs;45;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 50011.
0412310007/09/2022;04123100;07/09/2022;8058;IndiceShannonI2M2;0.7817;
0412310007/09/2022;04123100;07/09/2022;8057;AverageScorePerTaxonI2M2;0.82;
0412310007/09/2022;04123100;07/09/2022;8056;PolyvoltinismeI2M2;0.96;
0412310007/09/2022;04123100;07/09/2022;8055;OvovivipariteI2M2;0.8451;
0412310007/09/2022;04123100;07/09/2022;8054;RichesseI2M2;0.4082;
0412310007/09/2022;04123100;07/09/2022;7613;Ind Invert Multimetrique;0.7858;
0412310007/09/2022;04123100;07/09/2022;8050;NbTaxonsI2M2Contributifs;43;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011.
0412376007/09/2022;04123760;07/09/2022;8058;IndiceShannonI2M2;0.8577;
0412376007/09/2022;04123760;07/09/2022;8057;AverageScorePerTaxonI2M2;0.9919;
0412376007/09/2022;04123760;07/09/2022;8056;PolyvoltinismeI2M2;0.8934;
0412376007/09/2022;04123760;07/09/2022;8055;OvovivipariteI2M2;0.8727;
0412376007/09/2022;04123760;07/09/2022;8054;RichesseI2M2;0.4286;
0412376007/09/2022;04123760;07/09/2022;7613;Ind Invert Multimetrique;0.8311;
0412376007/09/2022;04123760;07/09/2022;8050;NbTaxonsI2M2Contributifs;45;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011.
0460000221/09/2022;04600002;21/09/2022;8058;IndiceShannonI2M2;0.4577;
0460000221/09/2022;04600002;21/09/2022;8057;AverageScorePerTaxonI2M2;0.3438;
0460000221/09/2022;04600002;21/09/2022;8056;PolyvoltinismeI2M2;0;
0460000221/09/2022;04600002;21/09/2022;8055;OvovivipariteI2M2;0;
0460000221/09/2022;04600002;21/09/2022;8054;RichesseI2M2;0.1837;
0460000221/09/2022;04600002;21/09/2022;7613;Ind Invert Multimetrique;0.1829;
0460000221/09/2022;04600002;21/09/2022;8050;NbTaxonsI2M2Contributifs;32;Les taxons suivants, representant 9% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3127, 3206, 3170.
